Platform,business_id,city,state,postal_code,score,review_count,Gender,CEO_sch_cat,CEO_grd_yr,field_cat,ZIP Code,Business_ID_other,Rural_metropolitan_Desc,Tot_Clms_Services,Brnd_Tot_Clms_Services,Gnrc_Tot_Clms_Services,Othr_Tot_Clms_Services,LIS_Tot_Clms_Services,Opioid_Tot_Clms_Services,Antbtc_Tot_Clms_Services
Platform 1,1902048259,Saint Petersburg,FL,33709,3,15,M,201,2009,3,337051300,1902048259,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",24,11,13,0,0,0,0
Platform 1,1477545788,Tucson,AZ,85704,4.5,10,F,155,1998,46,85714,1477545788,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",36,,26,,21,,
Platform 1,1306102801,Clearwater,FL,33763,3.5,6,F,108,2012,64,452192369,1306102801,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",505,225,280,0,264,0,32
Platform 1,1992466569,Saint Charles,MO,63301,4.5,6,F,108,2003,58,633011660,,,,,,,,,
Platform 1,1578029260,Reno,NV,89523,3.5,11,F,108,2016,66,895570001,,,,,,,,,
Platform 1,1154395671,Nashville,TN,37203,4.5,6,M,134,1973,69,100061901,1154395671,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2382,352,2010,20,737,86,54
Platform 1,1104025162,Greenwood,IN,46142,4,5,F,108,1985,58,461425195,,,,,,,,,
Platform 1,1174194526,La Vergne,TN,37086,2,10,F,108,2021,59,370862712,,,,,,,,,
Platform 1,1972999597,Nashville,TN,37212,4.5,6,M,203,2007,45,372031538,,,,,,,,,
Platform 1,1366848137,Tucson,AZ,85716,3,5,M,108,2014,59,857112602,,,,,,,,,
Platform 1,1407262132,Woodbury,NJ,08096,3,9,F,108,2007,66,80961795,,,,,,,,,
Platform 1,1659756203,Claymont,DE,19703,3.5,5,F,108,2014,45,197032430,1659756203,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",453,,394,,163,,11
Platform 1,1629245022,New Orleans,LA,70125,5,18,M,130,2006,21,701174736,1629245022,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6308,802,5391,115,4920,16,146
Platform 1,1891807095,Philadelphia,PA,19103,3,23,M,108,2006,10,191074824,,,,,,,,,
Platform 1,1437123254,Saint Louis,MO,63101,4,77,M,126,2004,5,631171811,1437123254,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2723,,1785,,646,,23
Platform 1,1760515456,Saint Petersburg,FL,33704,5,5,M,60,1995,11,337055608,,,,,,,,,
Platform 1,1942685441,Bryn Mawr,PA,19010,5,8,M,51,2017,40,190103235,1942685441,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",62,,54,,32,0,0
Platform 1,1366848137,Tucson,AZ,85750,3.5,18,M,108,2014,59,857112602,,,,,,,,,
Platform 1,1902843584,Boise,ID,83706,2,10,M,108,1993,10,837061309,,,,,,,,,
Platform 1,1194833590,Philadelphia,PA,19115,2,31,M,2,1983,17,191152139,1194833590,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1320,87,1233,0,710,0,81
Platform 1,1275140006,Nashville,TN,37216,4.5,17,F,165,2020,45,372320028,,,,,,,,,
Platform 1,1336161736,Harleysville,PA,19438,1.5,5,M,136,1984,22,194382010,1336161736,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1124,151,973,0,286,0,31
Platform 1,1639171598,Philadelphia,PA,19107,4,13,M,116,1975,52,191311633,,,,,,,,,
Platform 1,1295741650,West Chester,PA,19382,2,10,M,108,1998,10,193804264,,,,,,,,,
Platform 1,1366848137,Tucson,AZ,85716,5,16,M,108,2014,59,857112602,,,,,,,,,
Platform 1,1295027688,Boise,ID,83704,3,6,F,212,2011,33,837061309,1295027688,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3466,,2989,,621,78,40
Platform 1,1992997670,Media,PA,19063,1.5,6,M,108,1995,58,190633037,,,,,,,,,
Platform 1,1457317083,Brandon,FL,33511,1,7,M,185,1987,63,335114853,1457317083,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",855,46,809,0,164,0,0
Platform 1,1992953434,Medford,NJ,08055,4.5,9,M,108,2006,28,80559501,1992953434,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",371,,369,,68,142,20
Platform 1,1760701577,Metairie,LA,70006,2.5,6,F,108,2008,11,700014618,,,,,,,,,
Platform 1,1891753471,Chalfont,PA,18914,5,7,F,108,2000,58,189142203,,,,,,,,,
Platform 1,1265788962,King of Prussia,PA,19406,4.5,39,M,125,2008,71,194063261,1265788962,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",149,11,138,0,112,,
Platform 1,1811013386,Reno,NV,89511,4,5,M,108,2007,57,895213854,1811013386,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",289,17,272,0,100,17,
Platform 1,1316724883,Carmel,IN,46032,4,5,F,108,2023,47,46033,,,,,,,,,
Platform 1,1023598968,Brownsburg,IN,46112,4.5,15,M,108,2018,58,461121031,,,,,,,,,
Platform 1,1407262132,Woodbury,NJ,08096,2,16,F,108,2007,66,80961795,,,,,,,,,
Platform 1,1306177464,Clearwater,FL,33756,2,30,M,108,2009,10,326016250,,,,,,,,,
Platform 1,1578029260,Reno,NV,89521,4,5,F,108,2016,66,895570001,,,,,,,,,
Platform 1,1003050535,Limerick,PA,19468,1.5,17,M,116,2009,57,194681218,1003050535,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1047,13,1034,0,72,249,
Platform 1,1114216827,Blue Bell,PA,19422,3.5,17,M,108,2011,58,194221258,,,,,,,,,
Platform 1,1437239225,Kennett Square,PA,19348,2,16,F,108,2006,59,193482477,1437239225,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",461,,455,,66,179,27
Platform 1,1992953434,Moorestown,NJ,08057,2.5,6,M,108,2006,28,80573128,1992953434,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",371,,369,,68,142,20
Platform 1,1205560752,Edmonton,AB,T5K 0J3,4.5,8,F,108,2021,45,421298137,,,,,,,,,
Platform 1,1629318019,Delran,NJ,08075,2,5,F,108,2012,59,80752414,1629318019,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",173,12,161,0,25,,94
Platform 1,1699755710,Sewell,NJ,08080,2.5,5,M,120,1997,21,80804222,1699755710,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1916,,1620,,458,95,38
Platform 1,1871886135,Philadelphia,PA,19103,5,10,F,108,2005,58,956429375,,,,,,,,,
Platform 1,1598471831,Chesterfield,MO,63017,4,34,F,108,2022,45,630176060,,,,,,,,,
Platform 1,1154395671,Saint Louis,MO,63129,4.5,12,M,134,1973,69,100061901,1154395671,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2382,352,2010,20,737,86,54
Platform 1,1902048259,Saint Petersburg,FL,33713,4.5,5,M,201,2009,3,337051300,1902048259,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",24,11,13,0,0,0,0
Platform 1,1588777114,Tampa,FL,33647,4,6,M,180,1996,46,336076330,,,,,,,,,
Platform 1,1720031818,Reno,NV,89509,4.5,115,M,108,1993,11,895023527,,,,,,,,,
Platform 1,1558544197,Reno,NV,89511,4.5,35,M,108,2007,58,895115201,,,,,,,,,
Platform 1,1609554450,Metairie,LA,70006,4.5,10,F,108,2022,58,700012469,,,,,,,,,
Platform 1,1356456859,Indianapolis,IN,46260,5,10,M,3,1992,75,606575196,1356456859,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1517,289,1228,0,570,20,131
Platform 1,1073511697,Wilmington,DE,19806,1.5,7,M,191,1998,21,198053420,,,,,,,,,
Platform 1,1265788962,King of Prussia,PA,19406,1,9,M,125,2008,71,194063261,1265788962,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",149,11,138,0,112,,
Platform 1,1801821400,Philadelphia,PA,19107,3,9,M,108,1996,55,191044238,,,,,,,,,
Platform 1,1801882667,Clearwater,FL,33765,2.5,14,M,108,1992,48,337646301,1801882667,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",423,231,192,0,93,0,0
Platform 1,1124002217,Nashville,TN,37203,2.5,5,M,39,1993,18,372214344,,,,,,,,,
Platform 1,1871538611,Wynnewood,PA,19096,3.5,12,M,51,1988,73,190963432,1871538611,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",38,0,38,0,,0,
Platform 1,1851317564,Carmel,IN,46032,2,15,M,132,1988,3,945382299,,,,,,,,,
Platform 1,1871539429,Phoenixville,PA,19460,2.5,9,M,112,1999,49,194604744,1871539429,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",64,14,50,0,19,0,
Platform 1,1831196427,Tucson,AZ,85741,2,8,M,18,1979,48,857101151,1831196427,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",82,36,46,0,48,0,
Platform 1,1396165874,Voorhees,NJ,08043,2.5,11,M,116,2014,7,80431559,1396165874,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",237,33,204,0,82,0,0
Platform 1,1265788962,East Norriton,PA,19401,4,16,M,125,2008,71,194034250,1265788962,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",149,11,138,0,112,,
Platform 1,1881698389,Newark,DE,19713,2.5,13,M,116,2001,17,197134248,1881698389,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3874,640,3234,0,982,,507
Platform 1,1073511697,Wilmington,DE,19803,3,6,M,191,1998,21,198053420,,,,,,,,,
Platform 1,1710902309,Kennett Square,PA,19348,3.5,6,M,108,1987,61,193481704,1710902309,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",344,31,313,0,39,,77
Platform 1,1548478936,Franklin,TN,37064,2.5,6,F,42,2003,17,370676008,1548478936,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",226,,204,,16,0,11
Platform 1,1154395671,Indianapolis,IN,46250,3.5,6,M,134,1973,69,100061901,1154395671,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2382,352,2010,20,737,86,54
Platform 1,1306591607,Tampa,FL,33602,3.5,10,F,108,1999,58,117145604,,,,,,,,,
Platform 1,1265870117,Meridian,ID,83642,2,10,M,108,1991,58,836426457,,,,,,,,,
Platform 1,1083608459,Goodlettsville,TN,37072,3,14,M,129,1979,49,370722086,1083608459,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",338,246,92,0,13,0,
Platform 1,1649366956,Philadelphia,PA,19103,3.5,18,M,108,1980,76,191074824,1649366956,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",60,12,48,0,33,,18
Platform 1,1336276757,Santa Barbara,CA,93105,4.5,15,M,128,1980,49,931082716,,,,,,,,,
Platform 1,1023093432,Abington,PA,19001,1.5,7,M,116,1990,64,190013720,1023093432,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1260,918,,,132,0,55
Platform 1,1437123254,Saint Louis,MO,63131,3.5,6,M,126,2004,5,631171811,1437123254,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2723,,1785,,646,,23
Platform 1,1033658828,Havertown,PA,19083,3,7,F,108,2015,45,190835733,,,,,,,,,
Platform 1,1689692873,Darby,PA,19023,2,5,M,108,2005,10,190231291,,,,,,,,,
Platform 1,1366848137,Tucson,AZ,85711,2.5,29,M,108,2014,59,857112602,,,,,,,,,
Platform 1,1780799353,Oldsmar,FL,34677,5,7,M,111,1984,11,346774677,,,,,,,,,
Platform 1,1578803649,Levittown,PA,19056,4,12,M,116,2013,33,190571540,1578803649,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2492,,2141,,721,25,58
Platform 1,1255699096,Wayne,PA,19087,2.5,15,M,108,2007,10,190822523,,,,,,,,,
Platform 1,1053377333,St. Louis,MO,63105,5,10,M,175,1991,75,631184601,1053377333,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",925,116,809,0,754,,195
Platform 1,1598833543,Tampa,FL,33625,4.5,12,M,108,2000,60,336134679,1598833543,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",87,,85,,,14,22
Platform 1,1962044883,Nashville,TN,37221,3.5,9,M,214,2019,45,372325100,1962044883,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",434,,370,,143,,
Platform 1,1316724883,Carmel,IN,46032,4,5,F,108,2023,47,46033,,,,,,,,,
Platform 1,1356395891,Tampa,FL,33609,4,7,F,174,1997,60,336062478,1356395891,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",82,,80,,12,14,
Platform 1,1770897852,Philadelphia,PA,19103,3.5,10,M,112,2010,49,191413323,1770897852,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",20,,16,,,0,
Platform 1,1750319893,Philadelphia,PA,19135,4,10,M,134,1996,18,191044238,,,,,,,,,
Platform 1,1194768747,Nashville,TN,37206,4,6,M,108,1984,51,441950001,1194768747,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",195,,194,,60,,
Platform 1,1770720401,Santa Barbara,CA,93101,4.5,51,F,108,1997,13,931032109,,,,,,,,,
Platform 1,1518157239,Bensalem,PA,19020,2.5,18,M,108,1991,47,190202071,,,,,,,,,
Platform 1,1306236328,Carmel,IN,46032,4.5,19,F,108,2014,45,447082614,1306236328,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",34,0,34,0,,22,
Platform 1,1902828213,Boise,ID,83713,4.5,8,F,187,1999,62,837061309,,,,,,,,,
Platform 1,1245219674,Tucson,AZ,85743,4.5,9,M,108,1994,21,857500733,1245219674,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",39,,34,,,0,0
Platform 1,1558528406,Tampa,FL,33602,3.5,19,F,204,2008,17,54011473,1558528406,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",621,22,599,0,114,0,37
Platform 1,1841220647,Maple Glen,PA,19002,5,12,M,108,1986,18,190023156,,,,,,,,,
Platform 1,1336762061,Lansdale,PA,19446,5,5,M,135,2020,21,194461259,1336762061,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",254,,211,,69,0,
Platform 1,1366848137,Tucson,AZ,85710,1.5,7,M,108,2014,59,857112602,,,,,,,,,
Platform 1,1720672967,Media,PA,19063,2.5,20,F,108,2020,58,190636502,,,,,,,,,
Platform 1,1598833543,Tampa,FL,33613,2.5,34,M,108,2000,60,336134679,1598833543,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",87,,85,,,14,22
Platform 1,1275808560,Philadelphia,PA,19107,2.5,7,F,30,2012,31,191044238,1275808560,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",19,,15,,,,
Platform 1,1689334393,St. Petersburg,FL,33702,4,7,F,108,2021,58,337033802,,,,,,,,,
Platform 1,1457342529,North Wales,PA,19454,3.5,8,M,113,1975,7,194541500,1457342529,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3510,548,2962,0,283,0,
Platform 1,1548402894,Philadelphia,PA,19146,2.5,14,M,135,2009,3,191074216,,,,,,,,,
Platform 1,1245223502,Franklin,TN,37067,3.5,11,F,68,1995,48,372072521,1245223502,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",236,127,109,0,78,,
Platform 1,1265788962,King of Prussia,PA,19406,3.5,6,M,125,2008,71,194063261,1265788962,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",149,11,138,0,112,,
Platform 1,1174757744,Philadelphia,PA,19106,4.5,11,M,108,2009,21,191461414,1174757744,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",157,,147,,19,,88
Platform 1,1639164825,St Petersburg,FL,33704,5,17,F,201,1991,21,337013305,1639164825,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4758,466,4281,11,1210,27,42
Platform 1,1902074800,Dunedin,FL,34698,4.5,8,M,108,2001,7,346985848,1902074800,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3160,,2716,,730,0,
Platform 1,1083653687,Tucson,AZ,85715,5,5,M,108,1987,21,857047892,1083653687,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3765,557,3186,22,145,148,136
Platform 1,1497909147,Philadelphia,PA,19147,2.5,7,F,213,1988,63,191074315,,,,,,,,,
Platform 1,1659380178,Santa Barbara,CA,93101,5,11,M,114,1997,64,931055316,1659380178,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1860,1089,771,0,509,,260
Platform 1,1083709422,Nashville,TN,37209,3,28,F,26,1993,18,452293026,,,,,,,,,
Platform 1,1629245022,New Orleans,LA,70112,2.5,14,M,130,2006,21,701174736,1629245022,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6308,802,5391,115,4920,16,146
Platform 1,1598086175,Sparks,NV,89436,3.5,8,F,108,1982,58,894346677,,,,,,,,,
Platform 1,1578029260,Reno,NV,89502,4.5,80,F,108,2016,66,895570001,,,,,,,,,
Platform 1,1568113991,Nashville,TN,37214,1.5,9,F,108,2021,45,146213001,,,,,,,,,
Platform 1,1841645850,Meridian,ID,83642,3,10,F,108,2016,45,393014140,1841645850,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",721,57,664,0,396,18,211
Platform 1,1386849446,West Chester,PA,19380,1.5,7,M,42,2010,37,580782637,1386849446,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",224,,217,,22,43,61
Platform 1,1821040866,Philadelphia,PA,19106,1.5,6,M,210,1998,18,191115729,,,,,,,,,
Platform 1,1902828213,Boise,ID,83704,2.5,37,F,187,1999,62,837061309,,,,,,,,,
Platform 1,1477114924,Mount Holly,NJ,08060,3,6,M,116,2019,33,80602038,1477114924,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",58,,53,,38,0,
Platform 1,1124772629,Philadelphia,PA,19148,5,17,M,108,2021,58,191231660,,,,,,,,,
Platform 1,1821642430,Nashville,TN,37215,5,10,F,108,2019,45,371291539,1821642430,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",42,,39,,21,,0
Platform 1,1891134227,Brandon,FL,33510,3.5,6,F,10,2013,46,335115921,1891134227,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",17,,14,,,,
Platform 1,1629678925,Chadds Ford,PA,19317,2.5,5,M,116,2021,59,193179041,,,,,,,,,
Platform 1,1851823660,Tucson,AZ,85706,4.5,15,M,96,2017,67,616061907,1851823660,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",50,,49,,,,
Platform 1,1629245022,New Orleans,LA,70118,3,13,M,130,2006,21,701174736,1629245022,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6308,802,5391,115,4920,16,146
Platform 1,1770720401,Santa Barbara,CA,93105,4,18,F,108,1997,13,931032109,,,,,,,,,
Platform 1,1336374305,New Port Richey,FL,34653,2.5,7,M,108,2004,18,346524329,,,,,,,,,
Platform 1,1689601239,Tampa,FL,33626,2,6,M,108,1991,38,336076214,1689601239,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1265,362,903,0,619,142,65
Platform 1,1598833543,Tampa,FL,33618,4.5,7,M,108,2000,60,336134679,1598833543,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",87,,85,,,14,22
Platform 1,1467837898,Philadelphia,PA,19128,1.5,24,F,108,2015,45,427012748,1467837898,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",2473,,2142,,1188,,146
Platform 1,1104912708,Phoenixville,PA,19460,3.5,15,M,116,2004,7,194604478,1104912708,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2384,663,1721,0,484,0,
Platform 1,1083709422,Nashville,TN,37013,1.5,13,F,26,1993,18,452293026,,,,,,,,,
Platform 1,1841472156,Philadelphia,PA,19149,1.5,9,F,108,2007,45,191405103,1841472156,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1051,708,,,429,,50
Platform 1,1548235203,Doylestown,PA,18901,3,13,F,108,2004,59,180151000,1548235203,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",63,,61,,18,,14
Platform 1,1003477787,Quakertown,PA,18951,2.5,9,F,108,2019,21,189511140,1003477787,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",634,82,530,22,469,0,12
Platform 1,1124091798,Largo,FL,33770,1.5,6,M,108,1984,63,337704131,1124091798,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",13940,378,13562,0,7825,0,
Platform 1,1336374305,Riverview,FL,33578,2,20,M,108,2004,18,335797176,,,,,,,,,
Platform 1,1154395671,Tampa,FL,33637,3.5,42,M,134,1973,69,100061901,1154395671,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2382,352,2010,20,737,86,54
Platform 1,1164411161,Kenner,LA,70065,3,11,F,145,1984,17,700015561,1164411161,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2069,75,1994,0,137,16,484
Platform 1,1902020076,St. Louis,MO,63119,5,5,M,108,1972,58,631052465,,,,,,,,,
Platform 1,1053369413,Madison,TN,37115,1.5,26,M,157,1989,18,371155147,,,,,,,,,
Platform 1,1417246018,Fishers,IN,46038,1,6,M,108,2011,41,466011033,,,,,,,,,
Platform 1,1669524088,Collingswood,NJ,08108,4,5,M,108,1984,17,80331224,1669524088,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",812,88,724,0,98,,161
Platform 1,1447419486,Indianapolis,IN,46268,3.5,6,M,6,2003,3,462025109,,,,,,,,,
Platform 1,1366848137,Tucson,AZ,85730,3,15,M,108,2014,59,857112602,,,,,,,,,
Platform 1,1467797753,Belleville,IL,62226,4,55,F,122,2013,10,71093550,,,,,,,,,
Platform 1,1821040866,Indianapolis,IN,46250,3,7,M,210,1998,18,462378606,,,,,,,,,
Platform 1,1336374305,Wesley Chapel,FL,33544,3,5,M,108,2004,18,335446319,,,,,,,,,
Platform 1,1336658863,Reno,NV,89523,3.5,47,F,108,2017,45,895021576,1336658863,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",337,55,282,0,61,0,
Platform 1,1720306442,Doylestown,PA,18901,4.5,12,F,51,2010,21,189012554,1720306442,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",167,17,150,0,26,,30
Platform 1,1437564614,Saint Louis,MO,63132,5,6,M,108,2014,57,631290002,1437564614,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",443,,435,,76,73,
Platform 1,1598086175,Sparks,NV,89436,3.5,7,F,108,1982,58,894346677,,,,,,,,,
Platform 1,1801882667,Clearwater,FL,33764,2.5,5,M,108,1992,48,337646301,1801882667,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",423,231,192,0,93,0,0
Platform 1,1467863449,Abington,PA,19001,3.5,7,M,113,2014,60,191042640,,,,,,,,,
Platform 1,1114995370,Tampa,FL,33609,3.5,8,F,108,1992,21,336101469,1114995370,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4263,766,3420,77,3481,20,25
Platform 1,1457662280,Valrico,FL,33596,2,12,M,108,2010,18,335965676,,,,,,,,,
Platform 1,1841751211,Oro Valley,AZ,85755,4,106,M,140,2019,31,857556213,1841751211,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",17,,12,,,0,
Platform 1,1003433244,Tucson,AZ,85712,3,22,F,26,2020,18,857041147,1003433244,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",31,,27,,17,0,
Platform 1,1821040866,Indianapolis,IN,46236,5,6,M,210,1998,18,462378606,,,,,,,,,
Platform 1,1386059939,Edmonton,AB,T6K 3L6,2.5,5,M,176,2014,33,372325100,,,,,,,,,
Platform 1,1164562872,Goleta,CA,93117,4.5,19,F,61,1987,11,931172072,,,,,,,,,
Platform 1,1578187043,Horsham,PA,19044,4.5,13,F,108,2023,58,190441760,,,,,,,,,
Platform 1,1831699032,Affton,MO,63123,2,10,F,126,2017,59,631234558,1831699032,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",176,,170,,68,,85
Platform 1,1376097758,New Orleans,LA,70124,4.5,24,F,173,2016,19,701212429,1376097758,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",149,,144,,85,18,33
Platform 1,1912147919,Philadelphia,PA,19121,5,8,F,108,1999,59,191074216,,,,,,,,,
Platform 1,1447649371,Perkasie,PA,18944,3,11,F,108,2014,45,189441250,1447649371,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",546,,433,,169,,35
Platform 1,1295831824,Reno,NV,89509,4.5,6,M,104,1996,48,895111101,1295831824,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",394,160,234,0,74,0,
Platform 1,1962430314,Philadelphia,PA,19134,2,19,M,22,1972,33,191141031,1962430314,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8856,1136,7581,139,4147,398,91
Platform 1,1174512065,St. Petersburg,FL,33710,5,7,M,80,1981,21,337015214,1174512065,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8627,932,7609,86,2866,870,113
Platform 1,1366848137,Tucson,AZ,85716,2,47,M,108,2014,59,857112602,,,,,,,,,
Platform 1,1578943643,Tampa,FL,33602,3.5,5,M,108,2015,21,765025631,1578943643,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3642,438,3155,49,1038,35,51
Platform 1,1891134227,Brandon,FL,33511,5,12,F,10,2013,46,335115921,1891134227,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",17,,14,,,,
Platform 1,1700221603,Voorhees,NJ,08043,1,10,M,108,2013,33,80439612,1700221603,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",246,22,224,0,95,0,
Platform 1,1376070110,Largo,FL,33770,2.5,10,F,108,2017,58,337771355,,,,,,,,,
Platform 1,1134324825,Brentwood,TN,37027,4,16,F,106,2005,51,370275721,1134324825,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",171,,164,,17,28,
Platform 1,1770690257,Rosemont,PA,19010,2.5,6,M,114,1987,53,190101451,1770690257,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",198,,188,,11,14,48
Platform 1,1265788962,King Of Prussia,PA,19406,2.5,15,M,125,2008,71,194063261,1265788962,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",149,11,138,0,112,,
Platform 1,1598833543,Tampa,FL,33625,2.5,8,M,108,2000,60,336134679,1598833543,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",87,,85,,,14,22
Platform 1,1528054871,Philadelphia,PA,19103,4,20,F,108,1993,65,549024164,,,,,,,,,
Platform 1,1942781919,Nashville,TN,37204,5,20,F,108,2018,59,440606601,1942781919,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",70,,65,,31,15,
Platform 1,1437123254,Saint Louis,MO,63104,2.5,25,M,126,2004,5,631171811,1437123254,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2723,,1785,,646,,23
Platform 1,1386960870,Cortaro,AZ,85652,4.5,12,M,55,2007,61,453312457,1386960870,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",125,,117,,37,0,51
Platform 1,1073549895,Land O Lakes,FL,34638,5,5,M,95,2000,18,346375837,1073549895,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",23,0,23,0,,12,
Platform 1,1336162916,Tampa,FL,33647,3,13,M,108,1991,22,336263643,1336162916,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",607,93,514,0,235,,92
Platform 1,1306852355,St. Louis,MO,63119,3,25,M,108,2000,49,329273961,1306852355,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",74,19,55,0,31,0,
Platform 1,1770720401,Santa Barbara,CA,93105,2.5,26,F,108,1997,13,931032109,,,,,,,,,
